stringId,symbol,degree,degree centrality,betweenness centrality,clustering coefficient,weighted degree (score),weighted degree normalized (score),weighted betweenness centrality (1 - score),weighted betweenness centrality (1 / score),weighted betweenness centrality (-log(score)),weighted clustering coefficient (score),is hub (consensus)
9606.ENSP00000256474,VHL,15.0,0.15151515151515152,0.0002081172656363643,0.8285714285714286,8.774,0.0024992366133891174,0.0,0.0,0.0,0.5412560128886547,False
9606.ENSP00000257290,PDGFRA,46.0,0.4646464646464647,0.0022133172895675637,0.8106280193236715,30.468,0.008678680321032556,0.0,0.0,0.0,0.5465771264292348,False
9606.ENSP00000257430,APC,21.0,0.21212121212121213,0.000695876593002621,0.8095238095238095,13.967,0.003978440594849078,0.0,0.0,0.0,0.5589879476916503,False
9606.ENSP00000257904,CDK4,63.0,0.6363636363636365,0.004195565011992398,0.7506400409626216,43.995,0.012531788785736749,0.020694473075425455,0.00020614306328592042,0.020270734556448844,0.5260840825674076,False
9606.ENSP00000258149,MDM2,74.0,0.7474747474747475,0.009918983754073095,0.6712328767123288,51.265,0.014602617390630627,0.18301757451417316,0.004741290455576169,0.20801552944410087,0.4720280798105988,False
9606.ENSP00000259008,BRIP1,19.0,0.19191919191919193,6.492147297744898e-05,0.9649122807017544,15.426,0.0043940305445795,0.007997369221859011,0.00020614306328592042,0.007805950663093512,0.7764962613371073,False
9606.ENSP00000259915,POU5F1,49.0,0.494949494949495,0.0009358144774962822,0.8775510204081632,30.241,0.008614020335707809,0.05936920222634508,0.0,0.05936920222634508,0.561544317926341,False
9606.ENSP00000261584,PALB2,26.0,0.26262626262626265,0.0005543472943503007,0.8646153846153846,20.139,0.005736508565881405,0.0,0.0,0.0,0.6704865141992123,False
9606.ENSP00000262160,SMAD2,63.0,0.6363636363636365,0.007563927601327832,0.7250384024577573,42.75,0.012177155826576793,0.00013742870885728026,0.0055658627087198514,0.00020614306328592042,0.4981101589063308,False
9606.ENSP00000262320,AXIN1,36.0,0.36363636363636365,0.0025104112315455203,0.7619047619047619,23.278,0.00663063937616502,0.06517687402041145,0.0,0.06565656565656565,0.5033712537243393,False
9606.ENSP00000262643,CCNE1,46.0,0.4646464646464647,0.0013771376269228965,0.8289855072463768,30.124,0.008580693382919282,0.0004145766050527955,0.0,0.0004810004810004809,0.560455185897372,False
9606.ENSP00000262887,XRCC1,20.0,0.20202020202020204,0.00021356583989563563,0.8947368421052632,13.326,0.0037958544688880083,0.0,0.0,0.0,0.637188333168776,False
9606.ENSP00000263025,MAPK3,62.0,0.6262626262626263,0.006645138411796284,0.71602326811211,45.687,0.013013747795293894,0.001546072974644403,0.0032982890125747267,0.0006184291898577612,0.5277210940934863,False
9606.ENSP00000263967,PIK3CA,74.0,0.7474747474747475,0.011288356948907587,0.643095149944465,52.165,0.01485897856592698,0.13455012771648522,0.009482580911152338,0.15893630179344465,0.4518972391276554,False
9606.ENSP00000264657,STAT3,80.0,0.8080808080808082,0.01653673399885745,0.6325949367088608,62.215,0.017721678356736263,0.16305425489098957,0.03669346526489384,0.16079158936301793,0.4798494145989399,False
9606.ENSP00000264731,TP63,24.0,0.24242424242424243,0.000302752571952197,0.8586956521739131,14.901,0.004244486525656627,0.0,0.00020614306328592042,0.0,0.5556446898125538,False
9606.ENSP00000265734,CDK6,55.0,0.5555555555555556,0.0036097879320258607,0.7764309764309765,34.952,0.009955928665509053,0.01812226574131336,0.0,0.017625231910946195,0.5129719005898314,False
9606.ENSP00000265849,PMS2,32.0,0.32323232323232326,0.0019171266019139556,0.7419354838709677,22.124,0.006301927380285029,0.0,0.00020614306328592042,0.0,0.5316648793751421,False
9606.ENSP00000266970,CDK2,61.0,0.6161616161616162,0.0036468179917351273,0.7612021857923498,41.983,0.011958679136074233,0.03050001145239241,0.00020614306328592042,0.04098811241668385,0.5267176969409971,False
9606.ENSP00000267163,RB1,41.0,0.4141414141414142,0.0017743138178176073,0.8451219512195122,28.492,0.008115825118381895,0.07028333218809409,0.001443001443001443,0.08056758056758057,0.5930661249086212,False
9606.ENSP00000269305,TP53,91.0,0.9191919191919192,0.028321824227244642,0.568009768009768,79.33,0.02259681337362192,0.5158267154865797,0.19707276850133992,0.5363636363636363,0.46313104548168094,True
9606.ENSP00000275493,EGFR,84.0,0.8484848484848485,0.022484736027612792,0.5923694779116466,62.496,0.017801720012578792,0.13705286216108728,0.03607503607503607,0.13811585240156668,0.43946594226912106,False
9606.ENSP00000278616,ATM,77.0,0.7777777777777778,0.013869048580205677,0.6486671223513328,53.94,0.015364579772761455,0.13556524100741787,0.010719439290867862,0.1449460592317736,0.44942335890955937,False
9606.ENSP00000287647,FANCD2,27.0,0.27272727272727276,0.0007315321947400179,0.8461538461538461,20.615,0.005872095143038142,0.03999175427746856,0.00020614306328592042,0.03999175427746856,0.6408966537421945,False
9606.ENSP00000287934,FZD1,11.0,0.11111111111111112,2.0614306328592042e-05,0.9636363636363636,8.147,0.0023206383279326583,0.0,0.0,0.0,0.7252661840323933,False
9606.ENSP00000288135,KIT,53.0,0.5353535353535354,0.0032143009285537996,0.7793904208998549,34.418,0.009803821034833219,0.0,0.002473716759431045,0.0,0.5180044078294741,False
9606.ENSP00000293288,BAX,27.0,0.27272727272727276,0.0003262776193894777,0.8974358974358975,15.22,0.004335352320011668,0.0,0.0,0.0,0.5560651836053061,False
9606.ENSP00000293549,WNT1,28.0,0.2828282828282829,0.0009029391509829494,0.8571428571428571,16.892,0.004811614414562227,0.0,0.0,0.0,0.5386850283426967,False
9606.ENSP00000294304,LRP5,19.0,0.19191919191919193,0.00034856448616309924,0.8771929824561403,12.99,0.0037001462967773697,0.04009482580911152,0.0,0.04019789734075448,0.6019111449688087,False
9606.ENSP00000302486,MAP2K1,51.0,0.5151515151515152,0.0011983561613868872,0.8525490196078431,33.928,0.009664246617171869,0.06720216268762962,0.0006184291898577612,0.0676149247577819,0.5806927981677893,False
9606.ENSP00000303507,BCR,11.0,0.11111111111111112,7.430252322566614e-05,0.8181818181818182,6.129,0.0017458196037681676,0.0,0.0,0.0,0.5099805936004315,False
9606.ENSP00000303830,INSR,23.0,0.23232323232323235,5.843608170306099e-05,0.9486166007905138,14.555,0.004145929896042695,0.0,0.0,0.0,0.6302648233667743,False
9606.ENSP00000306245,FOS,57.0,0.5757575757575758,0.0016158732111101737,0.8352130325814536,40.49,0.011533404430832617,0.0005840720126434411,0.0,0.0,0.5952329475672069,False
9606.ENSP00000309572,TERT,65.0,0.6565656565656566,0.006986311314755105,0.7067307692307693,38.733,0.011032930447504068,0.0,0.0,0.0,0.44855177124609547,False
9606.ENSP00000311032,CASP3,77.0,0.7777777777777778,0.0076034396889858025,0.6910457963089542,53.311,0.015185411795804338,0.0376096566572757,0.002473716759431045,0.03813646670789528,0.4814332699524649,False
9606.ENSP00000312673,GH1,12.0,0.12121212121212122,0.00011744419441621744,0.8181818181818182,8.556,0.0024371402398173344,0.0,0.0,0.0,0.605353740221711,False
9606.ENSP00000317272,MET,48.0,0.48484848484848486,0.0008891859503029011,0.875,30.831,0.008782079328402085,0.0,0.0,0.0,0.5782815627231098,False
9606.ENSP00000323588,SOX2,56.0,0.5656565656565657,0.0032934882235488645,0.8058441558441558,36.227,0.010319106997178888,0.0202020202020202,0.001443001443001443,0.0202020202020202,0.5313071945000168,False
9606.ENSP00000324806,GSK3B,68.0,0.686868686868687,0.007990072411951822,0.7080772607550483,47.438,0.013512512704120468,0.021387506421520024,0.008245722531436817,0.016491445062873634,0.4901063896148816,False
9606.ENSP00000330237,CASP9,53.0,0.5353535353535354,0.0012550889160339652,0.8570391872278664,34.641,0.009867341637156647,0.043945938163625235,0.0,0.05483405483405483,0.579890960562586,False
9606.ENSP00000332973,SMAD3,62.0,0.6262626262626263,0.006581203259014577,0.7477525118984664,45.365,0.012922027463687867,0.07926013380558836,0.007833436404864976,0.09420737992166563,0.5381883601996275,False
9606.ENSP00000341551,SMAD4,74.0,0.7474747474747475,0.0118302913196185,0.6586449463161792,49.271,0.01403463496447404,0.0,0.0041228612657184084,0.0,0.44720033649995294,False
9606.ENSP00000343741,ATR,30.0,0.30303030303030304,0.0009134512607616094,0.832183908045977,21.811,0.006212770660431964,0.00535170297075059,0.0,0.01958359101216244,0.6140731345799675,False
9606.ENSP00000345571,E2F1,60.0,0.6060606060606061,0.003748669558376486,0.7706214689265537,40.246,0.011463902067752272,0.0,0.00020614306328592042,0.0,0.5268357158148755,False
9606.ENSP00000347942,RET,32.0,0.32323232323232326,0.00041996631139968693,0.8870967741935484,19.954,0.005683812102070487,0.0,0.0,0.0,0.5915156890157796,False
9606.ENSP00000352798,COL18A1,7.0,0.07070707070707072,0.0,1.0,3.352,0.0009548029551037523,0.0,0.0,0.0,0.5842899578966868,False
9606.ENSP00000355759,PARP1,77.0,0.7777777777777778,0.012058983310091064,0.6650717703349283,51.223,0.014590653869116798,0.020243248814677383,0.0055658627087198514,0.0202020202020202,0.45112144629212386,False
9606.ENSP00000356438,PTGS2,47.0,0.4747474747474748,0.0010838209575301074,0.8723404255319149,30.995,0.008828794031456087,0.0,0.0,0.0,0.5972248045637017,False
9606.ENSP00000358548,NRAS,56.0,0.5656565656565657,0.0031533730932889388,0.7636363636363637,40.438,0.011518592451815494,0.0,0.0018552875695732837,0.0,0.5431784033994884,False
9606.ENSP00000360266,JUN,74.0,0.7474747474747475,0.009523800381749556,0.6804887078859682,54.316,0.015471681774885266,0.0608009297557844,0.001443001443001443,0.0564831993403422,0.5004165285954794,False
9606.ENSP00000361021,PTEN,85.0,0.8585858585858587,0.01475256453330726,0.6179271708683474,62.371,0.017766114293787633,0.0,0.001443001443001443,0.0,0.45348461863931727,False
9606.ENSP00000361423,ABL1,61.0,0.6161616161616162,0.007478172632509733,0.7131147540983607,39.3,0.01119443798794077,0.0202020202020202,0.009070294784580499,0.0202020202020202,0.47053775793086877,False
9606.ENSP00000362680,SRC,71.0,0.7171717171717172,0.007507723013083836,0.7106639839034206,52.611,0.01498601977057384,0.24064495709517342,0.002473716759431045,0.2954545454545454,0.5204633519370284,False
9606.ENSP00000363804,KLF4,41.0,0.4141414141414142,0.000341642259775783,0.9243902439024391,24.928,0.007100634864208335,0.0,0.0,0.0,0.5914270465046999,False
9606.ENSP00000367545,TP73,27.0,0.27272727272727276,0.0012593827112081573,0.7635327635327636,16.972,0.0048344020745885695,0.021629315506866528,0.0016491445062873633,0.0202020202020202,0.49514483856676544,False
9606.ENSP00000368166,DVL1,19.0,0.19191919191919193,0.0006122338943669288,0.8304093567251462,14.321,0.004079275990465644,0.0021645021645021645,0.00020614306328592042,0.0021645021645021645,0.6245006914322316,False
9606.ENSP00000369497,BRCA2,51.0,0.5151515151515152,0.004284497295707116,0.7309803921568627,37.869,0.01078682371921957,0.003021141116379211,0.00515357658214801,0.0022675736961451248,0.5306737015595079,False
9606.ENSP00000371067,JAK2,63.0,0.6363636363636365,0.006677316170538706,0.731694828469022,44.7,0.012732605039718894,0.11595547309833024,0.013193156050298907,0.11626468769325911,0.5139406993412905,False
9606.ENSP00000372023,CHEK2,51.0,0.5151515151515152,0.00518263221659319,0.716078431372549,34.694,0.0098824384619241,0.0,0.0,0.0,0.4965973767420157,False
9606.ENSP00000373700,ALK,45.0,0.4545454545454546,0.0014580441318122338,0.8181818181818182,27.784,0.007914154327148763,0.0,0.0006184291898577612,0.0,0.5300137967430687,False
9606.ENSP00000373952,FANCA,31.0,0.31313131313131315,0.0010946251989678271,0.8193548387096774,20.887,0.005949573187127707,0.0,0.0008245722531436817,0.0,0.5641783516338548,False
9606.ENSP00000376637,IGF1,60.0,0.6060606060606061,0.00533045963855356,0.7604519774011299,40.315,0.011483556424524992,0.00999793856936714,0.006390434961863533,0.00999793856936714,0.512666514737252,False
9606.ENSP00000378699,CDK1,57.0,0.5757575757575758,0.0035829974942922374,0.7512531328320802,39.173,0.011158262577648953,0.0,0.002886002886002886,0.0,0.5213197112108424,False
9606.ENSP00000380432,INS,68.0,0.686868686868687,0.007225923618536362,0.7309043020193152,45.767,0.013036535455320238,0.00999793856936714,0.0055658627087198514,0.00999793856936714,0.4964534308639911,False
9606.ENSP00000381185,BCL2,76.0,0.7676767676767677,0.007014451788811077,0.6992982456140351,55.8,0.015894392868373918,0.029388311361100476,0.0010307153164296021,0.0202020202020202,0.5108595957694263,False
9606.ENSP00000384273,RELA,53.0,0.5353535353535354,0.0015008958905252756,0.8447024673439768,37.977,0.01081758706025513,0.007318078746650174,0.00020614306328592042,0.006802721088435374,0.6065644551059849,False
9606.ENSP00000385021,FANCL,17.0,0.17171717171717174,6.400229751882764e-05,0.9485294117647058,11.599,0.0033039258580693388,0.0,0.0,0.0,0.6930394095192223,False
9606.ENSP00000385675,IL6,65.0,0.6565656565656566,0.006066997126124199,0.7600961538461538,46.485,0.01324105470405666,0.020305091733663162,0.004741290455576169,0.021026592455163882,0.5381472111188301,False
9606.ENSP00000387699,CREB1,53.0,0.5353535353535354,0.001098538377799791,0.8686502177068215,36.264,0.010329646289941073,0.004756014960096593,0.0,0.009276437847866418,0.6031040931770076,False
9606.ENSP00000391090,CHEK1,53.0,0.5353535353535354,0.004738157132455973,0.7314949201741655,36.398,0.010367815620485197,6.871435442864013e-05,0.0012368583797155224,0.0,0.5088657037310267,False
9606.ENSP00000398698,TNF,62.0,0.6262626262626263,0.00447664921021858,0.7794817556848228,41.925,0.011942158082555136,0.00020614306328592042,0.0,0.0,0.5370387628861092,False
9606.ENSP00000401888,RAF1,33.0,0.33333333333333337,8.964875818492064e-05,0.9678030303030303,24.427,0.006957927143293364,0.06013353787008702,0.00041228612657184083,0.06514120799835085,0.7146902316806455,False
9606.ENSP00000407586,HRAS,63.0,0.6363636363636365,0.003849166707950658,0.7613927291346646,44.978,0.012811792158310433,0.0,0.00041228612657184083,0.0,0.538608353747562,False
9606.ENSP00000412237,IL10,42.0,0.42424242424242425,0.0014828942086575192,0.8524970963995354,28.795,0.008202133380731667,0.0,0.00020614306328592042,0.0,0.5963820076463231,False
9606.ENSP00000418915,CDKN2A,81.0,0.8181818181818182,0.010882313043524838,0.6567901234567901,57.671,0.016427339267240007,0.08145743145743146,0.0012368583797155224,0.06977942692228406,0.46791021698894497,False
9606.ENSP00000418960,BRCA1,75.0,0.7575757575757577,0.01248226862927929,0.6547747747747747,55.96,0.015939968188426606,0.11333647456096427,0.03153988868274583,0.11903387617673332,0.47256182070360486,False
9606.ENSP00000419465,WWTR1,11.0,0.11111111111111112,0.00017420741059031856,0.7454545454545455,8.154,0.0023226322481849633,0.0,0.0,0.0,0.5582719902326563,False
9606.ENSP00000437955,HIF1A,75.0,0.7575757575757577,0.012090888112459763,0.6785585585585585,53.359,0.015199084391820144,0.30075340381462823,0.016697588126159554,0.313337456194599,0.4854680918958786,False
9606.ENSP00000447297,TGFBR1,37.0,0.37373737373737376,0.0006642745454205671,0.8813813813813813,21.412,0.00609911720605058,0.0202020202020202,0.00020614306328592042,0.0202020202020202,0.5390615723826804,False
9606.ENSP00000451828,AKT1,87.0,0.8787878787878789,0.023822943281781618,0.5843357391071906,64.876,0.01847965289836248,0.13001606607048785,0.01504844361987219,0.13646670789527932,0.4360865097397591,True
9606.ENSP00000478887,MYC,90.0,0.9090909090909092,0.028286771979037326,0.5675405742821473,69.737,0.01986428809071312,0.0011598001393919764,0.012780869923727066,0.0,0.4349724292179788,True
9606.ENSP00000478927,YAP1,49.0,0.494949494949495,0.003140542650318169,0.7653061224489796,32.538,0.009268311024214168,0.0202020202020202,0.002886002886002886,0.0202020202020202,0.5113388363550213,False
9606.ENSP00000483403,GHR,14.0,0.14141414141414144,0.0001362280443495348,0.8681318681318682,10.098,0.002876372386825087,0.0202020202020202,0.0,0.0202020202020202,0.6367370550106898,False
9606.ENSP00000495360,CTNNB1,85.0,0.8585858585858587,0.02038306656006738,0.6058823529411764,67.757,0.019300293505061142,0.4300075437057502,0.0888476602762317,0.4380540094825809,0.4626512257902089,True
9606.ENSP00000497069,IGF1R,60.0,0.6060606060606061,0.004807144175513247,0.7717514124293785,39.893,0.011363351517886035,0.05936920222634508,0.005359719645433931,0.05936920222634508,0.5225654834489383,False
9606.ENSP00000498587,NOTCH1,74.0,0.7474747474747475,0.0099629949345483,0.689374305812662,48.197,0.013728710628620392,0.0,0.0010307153164296021,0.0,0.4629716185675553,False
9606.ENSP00000493712,RAD51,40.0,0.4040404040404041,0.0032515318013000972,0.7525641025641026,30.537,0.008698334677805276,0.021352985638699924,0.0010307153164296021,0.016697588126159554,0.5667999230401962,False
